"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Europe & Central Asia (excluding high income)","ECA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","102500000","-183300000","-475400000","-255500000","-58700000","-261700000","-202000000","751000000","810000000","1055000000","415000000","-260000000","456000000","552000000","743000000","299000000","702000000","-240150000","-282690000","-511730000","493900000","-52070000","-1694900000","1136430000","979312539.140001","-928173118.1172","-1617937928.18765","-663826215.734582","-669610264.431716","-371492821.663805","463666781.816421","451552040.976117","-22738574.8446665","-1138206484.2441","-3026431427.88118","-1865315381.93032","-1344390024.3915","-1948121490.64921","-1234170107.13079","-2455040236.51184","589417140.484997","-492712809.028588","-888343604.886996","227854126.634833","2523491457.77073","839127624.323769",
"Egypt, Arab Rep.","EGY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-1911552374.52","-2718851031.08534","-3563142862.23306","-2910857147.0155","-3869428576.95633","-3642000005.20286","-4192285720.2747","-6322571432.33482","-5381285714.28571","-4192000000","-4094714285.71428","-5282857142.85709","-4801818181.81818","-4195500000","-2248000000","-2382000000","-3850000000","-3528000000","-3880000000","-4203000000","-6021400000","-8565000000","-6886100000","-6031000000","-4928900000","-3070500000","397900000","-399100000","-3610500000","-3872600000","-9298700000","-12461900000","-9233000000","-11031000000","-14328100000","-20199500000","-20530600000","-26829700000","-30369400000","-34677100000","-27349400000","-24708593000","-25428193000","-32380693000","",
"Euro area","EMU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60002433630.5223","7216606539.37085","57838226680.0946","132119725760.677","138124835877.5","159718826097.641","106399015771.786","75348809179.0396","133661208992.71","27292202767.1874","121378590108.651","99337189995.8151","112558825172.449","256775318625.047","369744359899.735","421234831961.623","440559899796.417","454073646576.979","494117388660.696","475765495831.832","384858476894.827","401420431632.795","459075057057.502",
"Eritrea","ERI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-261469468.870773","-200123556.036743","-328410448.673378","-363260042.003952","-403265102.431968","-406580686.37395","-585472074.313481","-546526908.455518","-402025655.068729","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-4490645954.62417","-4985991660.25522","-2878926354.02756","947431718.525006","317356389.363337","-5864272516.22569","-4496190326.26648","-3665235293.61116","-1577197352.6782","3179640063.87614","3412308494.07611","4655266431.51143","-291431443.779474","-4978925185.51359","-12771848313.7526","-17275201785.2476","-18426164798.9376","-17812850098.6919","-3454379110.95404","102136496.905628","-1090056713.78811","2884818093.28931","3828678156.63873","-1809459296.24755","-12253316341.6117","-17728761019.0996","-14353790989.8264","-14084882627.5741","-20111136438.4443","-39836029847.2584","-55410761942.1065","-71686931444.7052","-85471111719.7061","-77546608602.9967","-13093157219.1369","-14962366973.4489","4550068631.56111","26980752077.6831","53047822725.9354","42521839586.0503","36329793200.273","49394269910.6189","47694998447.0931","38485233872.7473","40733319127.2727","18961767589.4966","21534777216.1616",
"Estonia","EST","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-47663786.2781215","-69651739.8148341","-251338707.79534","-286902959.193201","-500553151.05008","-532703884.949501","-545748692.080778","-305426438.129406","-181799741.351092","-129877512.464851","-518537516.905182","-836603350.000963","-949700084.039504","-704594343.022982","-1728295835.70901","-1964475152.05381","-960636223.447714","989300275.811471","1245764979.14069","1350581522.01102","385668930.319684","674008560.227205","925754276.203357","900319517.349997","871760043.874208","1098513341.98951","800219978.122106","1291759418.11878","78526689.8900614","75555511.9271297",
"Ethiopia","ETH","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-139227053.207356","-201932367.24731","-181449275.449975","-313140096.769633","-329855072.623118","-349661835.917711","-423236715.180308","-447681159.509526","-489613526.570048","-483236714.975845","-588260869.565217","-614396135.265701","-408260869.565217","-674299516.908213","-319275362.318841","-923521062.801932","-528920000","-569489613.667524","-678068226.753693","-557902907.360203","-416859713.624458","-863459802.11281","-912500603.004009","-628714042.589757","-1171640698.83904","-969768539.527303","-1345579460.09095","-2043010904.09603","-2965204869.90006","-3077631352.34684","-4254883059.53455","-6102643089.70036","-5612921591.28204","-5270419046.40243","-5923027740.74004","-8135008994.69496","-8134766074.83561","-11818125908.6127","-13853596898.1746","-14091223544.3954","-12672570623.198","-12304551192.7013","-11639029638.8924","-9455071323.93282","",
"European Union","EUU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-1736165619.94702","-638897356.294181","506467704.015517","1324236403.37151","584485986.233524","-505003967.962742","665619171.794315","401022677.936607","164003189.455499","1245209510.38128","379048210.110754","976683996.210306","324345689.369857","-473916346.702965","-2370745702.51609","-2275912527.64528","-1145210129.37269","1088481865.41416","4224687220.80975","5877879139.73525","10267857857.3228","9626845550.57489","9948921881.08699","11421491117.1127","11074053262.7106","12972883672.4601","13763770099.4629","13426695709.6185","12281727582.4147","13386670377.7013","9696388683.17442","9021339939.93304","12316920154.6697","10389802073.1168","5208263836.56376","3092458460.17315","-2329351484.03679","-3770623764.817","-2876202709.98516","-3191310892.47173","-1340289591.35413","-3058255108.5489","124665896.288548","-3434724257.30769","420342592.586578","819939322.330826","638299918.181816",
"Fiji","FJI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","-57900557.4473986","-42300115.7046312","-178405403.192258","-72486564.1280913","-60087294.2823046","-12035876.7103362","-4421118.79026812","2118520.94887072","32158002.9880145","45236583.1347485","26831460.6741574","-66513232.3067488","-48320719.4568832","-39454665.1149459","-121807656.759255","-60787159.5662939","-76297700.8769852","31924748.8063849","-20918835.6105078","-34376599.082284","19749952.4021071","-132989114.669313","-146677819.234425","-96107311.2502589","-159395341.831287","-347585387.304242","-284313205.91358","-549801675.099983","-446106772.1987","-589625236.505948","-290466410.886458","-199830957.181568","-221798950.69109","-121338442.958719","-529201389.565479","-297649060.425902","-165165713.090445","-191708790.325859","-265087976.148991","-432664838.940049","-569697168.20932","-746854767.91069","-1172284949.96004",
"France","FRA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","5224640222.4606","-1149036556.98027","1786599128.5837","9076970923.28325","6940828701.82356","-2718368612.81994","-2185369882.06778","-7643987880.97426","170696031.837555","4408261850.63534","4852844476.00931","8703260368.15092","2606972922.94109","3031316965.3685","3292588064.60393","2151443711.41891","6695752274.77354","21489459170.5194","24357080634.6991","25095487280.4917","28971201036.2201","31189392321.5963","43524973976.1099","42170696536.8382","37920062793.0215","12920448306.6644","17867386311.9331","27607351106.5106","24042402513.7395","17355875954.8147","-283241312.956238","-8152873482.86041","-18508898565.243","-41912581724.0706","-32833160279.7456","-43515092096.2027","-56663277933.5588","-37820646682.3389","-30595007880.9984","-36227530656.7105","-9832355281.55264","-13238670837.1505","-23499181687.3481","-32200785043.3921","-25561348519.7998","-48562159589.8072","-35925155877.3954",
"Faroe Islands","FRO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29560000","-21900000","-81010000","-11090000.0000001","4990000","-159170000","-64615977.3244727","-172903385.676909","-200462975.244664","-370321691.324904","-219599538.245316","-159618567.795385","-85019084.659307","-130430094.804958","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-163046000","-147969000","-162195900","-146114700","-132701600","-105076900","","","","","","","",
"Gabon","GAB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","342955861.72574","727100434.637603","933549862.942736","798398558.443723","681940766.980082","443991287.612589","403907329.532822","176845203.353656","-664037192.666034","-82984911.3888626","-193689256.322142","262532354.595294","918664517.285642","809267667.225817","795642325.915679","769522584.462776","981439826.182437","1222368541.44456","1688585468.23799","1282256762.90387","-26995426.8917661","1002242764.28938","1842798766.08088","1224852434.54511","947929960.042929","1468493701.12259","2073131728.77491","3209590992.32943","","4131205893.95014","5460105498.17715","2390236893.99289","4416815244.23446","4261865317.20349","3999940172.41057","2879762553.9664","2204528794.45527","340696876.815891","","","","","","",
"United Kingdom","GBR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","976799219.928142","1855091507.83698","-285446497.453838","-4575450167.24175","-9991158711.2897","-4370521412.33687","-2740705893.42899","1652748168.21369","4062834504.03799","1330707128.92738","11871974873.7223","14663476801.7271","8474568900.93327","3423207216.6092","-1513312661.84174","4394278996.3691","-4959748573.50264","-8092381167.5845","-30349025915.158","-34627367841.3538","-24863350099.978","-10890061878.6001","-13628007847.2966","-9577637335.35284","-6980831142.06146","-4886522252.2228","-3662771031.52322","2898078057.98994","-11830609610.175","-24054526922.2383","-27303941613.2431","-34334988729.6044","-47086468985.1701","-45918854310.2823","-61477994390.9111","-59824321343.2103","-55818460288.2128","-63522597254.3333","-63148044812.5351","-36137598629.0175","-46932666576.27","-26973320528.903","-33501409494.873","-36897811146.9742","-54254658643.9423","-45864827977.1998","-44470710697.2427","-34031428189.5944","-37715624452.297","-26513627491.9186","6906353056.32953","-39929033181.8039",
"Georgia","GEO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-838100000","-674500000","-541000000","-463092788.25","-445748145.38","-443707082.69","-573281400.06","-846057003.48","-1115393322.21","-1876372880.54","-2716420112.73","-3812210232.44","-2065071548.1","-2079760021.4","-2745905483.83","-3117974693.26","-2089933391.945","-2979689101.23","-2547799840","-2310734036.03","-1784877513.46","-1871976601.56","-1560594126.89","-3040800416.16","",
"Ghana","GHA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","9391356.00013292","-59043803.000175","-103391778.220753","-76832751.728887","98663332.0000005","32100000","-419800000","-106008912.000092","-157100000","-86300000","-166000000","-171720000","-295300000","-303700000","-398400000","-522300000","-554552000","-741100000","-965000000","-615500000","-537700000","-648650000","-957664000","-1119330000","-1452600000","-909624210.592011","-1175757882.44416","-757841454.6132","-962242396.544134","-1972288288.77","-2711715520.85246","-3176972981.76184","-4060700855.37747","-5495934199.0544","-3379970000","-4487950000","-4908642718.75231","-5187075383.07455","-6292080667.5828","-3985638963.27983","-4310463630.59344","-3066606286.82657","-1685930000","-705801830.224049","-1315920187.07099","-2468297849.29804","",
"Gibraltar","GIB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","2150000","63970000","-176960000","-92090000","-124340000","-210910000","-254030000","-169560000","-382850000","-310842000","-186842000","-93327000","-150916350","-197240780","-137665627.463025","-46985382.8452564","-200091000","-208600673.164595","-152720000","-101860000","-159920000","-260850000","-365490000","-268840000","-266830000","-1167460000","-1049090000","-872480000","-787280807.136714","-835638792.245089","-2670967516.5617","407430000","-104590000","-279370000","2682530000","4912760000",
"Gambia, The","GMB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","-56536145.706842","-59007131.8098902","-117746670.855687","-92529774.1562197","-45402724.4198731","-35632875.1587497","-5616538.5518919","-7296076.20246799","-8993539.35290423","-15881205.2366647","-8881371.65587878","-9305627.76961121","-25008274.5962177","-30758693.2267804","-17343181.6900519","-50888594.8739645","-32916670.7608577","-54730250.0390774","-73205808.0049411","-51441316.3183606","","","","","","-26001227.5748096","-69139882.7287082","-82954918.3856064","-115346815.377119","-108271606.444823","-40798052.8456296","-67247198.3597225","-52049381.4452785","-118898397.44442","-124718334.169732","-102691485.299838","-178863910.267865","-184412757.830034","-185187985.79074","-282514938.533408","-329207868.72397","-280340312.08944","-515297713.074472","-590781629.47434",
"Guinea-Bissau","GNB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","-57700000","-56300000","-55900000","-66500000","-55900000","-44600000","-60100000","-75651000","-62072000","-61377000","-93043000","-49239000","-42090000","-59660000","-57480000","-31780000","","","","-24634449.3854477","-25100855.2359194","-30504112.9144048","-43727738.5098216","-52876937.457928","-89058865.608796","-95710599.1023796","-112071251.325912","-134441138.87324","-128540778.594605","-57273428.1884633","-101225726.050187","-79124579.0563975","-117763772.439757","-49268060.3000329","-33476830","-71545590.4533736","-78704651.616768","-210399578.138755","-206849939.134919","",
"Equatorial Guinea","GNQ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","-43958045.8844532","-54675499.0328668","-36290591.8704444","-46612711.4539904","-65496446.2870408","-33488003.6890626","-19508227.4280513","4592900.63638322","-102001724.05245","-296425138.512624","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-1608000000","-1841000000","-1774000000","-2878000000","-3023000000","-3104000000","-2901000000","-2824000000","-2807000000","-3814000000","-2736000000","-2829000000","-3097000000","-4914000000","-6546000000","-5992700000","-6565000000","-5806000000","-5834000000","-9188000000","-10395000000","-10738000000","","-10694251751.7881","-12284230677.9711","-11223539207.7794","-11147091802.6452","-12580761258.1435","-12569191035.8462","-15079881453.3182","-24897011117.9851","-34234036426.2004","-39459031377.9511","-25077520775.8132","-20250975319.8244","-17349218680.8901","-5996099810.51023","-6744497465.67553","-5246311025.79873","-1220057196.83535","-1713491791.60525","-1656289642.80945","-3935248275.21265","-2008001793.22062","-12736823985.0858","-14937460630.7266",
"Grenada","GRD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-4033333.33333334","-6651851.85185185","-14511111.1111111","-21859259.2592593","-31759259.2592593","-39600000","-35800000","-29700000","-33737037.037037","-30659259.2592593","-35314814.8148148","-33703703.7037037","-43296296.2962963","-45707407.4074074","-52481481.4814815","-39059259.2592593","-48892592.5925926","-35148148.1481481","-45444444.4444444","-62477777.7777778","-73662962.962963","-87451851.8518519","-48270370.3703704","-74411099.6296296","-83073612.2222222","-99485837.037037","-131926911.111111","-121384050.740741","-247288617.777778","-240089130.740741","-226839371.111111","-243932361.851852","-173742334.814815","-195806936.666667","-199313554.444444","-189193308.888889","-213498612.222222","-14356634.0286782","3699883.06073081","-4688369.07094002","-37589553.9750837","-63545704.6119863","-65521028.6351967","-165598267.590653","-256537231.78283",
"Greenland","GRL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-104800000","-368600000","-334900000","-229000000","-577900000","-348200000","-141800000","-199500000","-95900000","121700000","-456500000","-462000000","-437500000","-244200000","-340600000","-955400000","-946500000","-943900000","-904200000","-743600000","-1001500000","-1560700000","-1536300000","-1705300000","-2165258471.05178","-2892758264.46018","-3183177951.4661","-3875800000","-4332400000","-5111800000","-5797000000","-5983765870","-3816491970","-4746617860","-5432776290","-6504976940","-6714855160","-6707931330","-6358444100","-5854835050","-6499967660","-7819058970","-7928956580","-6584611630","-12228641720",
"Guam","GUM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-71960784.3419449","196078.431450166","-48901960.803491","-85137254.9353479","-129137777.823693","-84600000.0282","-99000000.0329998","-54572905.9022522","-51083585.8711678","","","","","","","-94968000","-101075000","-80755000","-79155000","8800000","-17000000","-39900000","-27500000.0000001","-71100000","-76000000","-47300000","-32599999.9999999","-54488600","-224474000","-327928000","-407615000","-635404841.447147","-513328342.049143","-629887423.13202","-777599521.10006","-809852522.182617","-837792301.576263","-869454097.71007","-480027711.028642","-257308535.871777","-573304030.657339","-1645440949.92156","-3219898305.68928","-892433581.010377","",
"High income","HIC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","905448442.072639","8557595861.11342","7566240165.08162","7945531725.00273","13569139873.7703","14685857314.1063","14729997088.653","22194383629.1008","21593613023.4157","22595345937.2741","22326049073.8157","16850331869.7344","13434834429.6478","9562795338.19194","2973360215.27036","1658732094.64671","598619137.959015","7393299599.9635","7327348873.28339","3429559927.81987","-765449570.414032","5644762414.95647","6630902192.03149","17800716710.4093",
"Honduras","HND","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-123949999.974313","-101750000","-60900000","-74850000","-90200000","-93650000","-186400000","-178700000","-58000000","-113600000","-220600000","-177600000","-66400000","-123680000","-115050000","-125300000","-94300000","-123600000","-192100000","-274300000","-318200000","-217500000","-331900000","-319900000","-392300000","-781600000","-830947357.1642","-935871539.462412","-826672079.117506","-1182153838.4937","-1497531392.96596","-1725846067.60986","-2317433627.02835","-3392193628.73164","-4582491848.57541","-2563180428.01604","-2835884508.34843","-3572318710.69418","-3602944164.49667","-3814791368.69085","-3404150015.63262","-3394077720.60967","-3177734390.81036","-3528273160.76651","-4880010081.5018","-4589378251.11336","-3675418250.34126","-6708915939.77619",
"Heavily indebted poor countries (HIPC)","HPC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","428949821.600208","349535864.933269","-2180537358.18667","-1908337957.91164","-3359038637.24735","-1994802426.68471","-1634724463.27361","-981083212.222776","-1193518726.62775","-2488612765.41251","-3645351298.41863","-3598621897.4038","-4026839892.96346","-4228998809.10357","-5055607239.77181","-7067849448.62635","-3409457894.69464","-1141232642.89112","-974761970.060884","143883797.617266","-1168433990.81913","-230633887.536937","137632391.622071","678977496.972733","601804052.209696","-617721271.03266","-224989426.349237","-3785326876.34263","-675001584.799195",
"Haiti","HTI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","-10840000.002168","-15939941.2619235","-17979999.9879341","-38859967.7781539","-53500000.0107","-70760000.014152","-88960000.017792","-97860000.019572","-115020000.023004","-175280000.035056","-275080000.055016","-196200000.03924","-207380000.041476","-207920000.017326","-219900000","-181420000","-181300000","-206120000","-211360000","-196600000","-307720000","-135840000","-174630000","-168390000","-609300000","-590310000","-512000000","-566740000","-720860000","-865020000","-871670000","-828940000","-947150000","-1048950000","-1247800000","-1452450000","-1605260000","-1936578267.73285","-1770211782.01867","-3270936821.80475","-3121749423.14127","-2867509299.48497","-2875659169.68821","-3091189340.75035","-2743160952.81264","-2761612945.03114","-3267487529.63007","-3841480520.64981","-3428663494.86655","-3191813828.03421","-3980565581.85696",
"Hungary","HUN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","519047625.561698","537998155.675157","822963834.760084","347031289.281197","-449007956.205415","246026543.232328","402989626.561161","675901010.17768","1018695669.14555","892199274.278594","753482565.482353","-3804941625.94472","-3557049002.99648","-53166840.7439508","337291500.397758","627305660.595666","-761066372.881452","-1453683693.08901","-1757835489.26712","-611266659.179657","-1036386465.22009","-3299924957.38735","-3324647506.35354","-1161064741.79931","-1071137191.19017","682363947.072775","608864074.422146","5367027413.58927","6941965300.94244","8718153250.44405","8655417710.60627","9451224182.60434","8939090362.47467","9953574436.17912","11180768728.8046","9765624446.64919","6900685310.58811","3836451530.37444","3324788366.02948","1482033661.92577",
"IBRD only","IBD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","2257000000","-2465000000","-2802000000","2038000000","1531000000","-954000000","1299000000","2441000000","3100000000","1784000000","1059000000","2313000000","2344000000","1282000000","-1538000000","-2592000000","409000000","10819614426.8351","12865957536.7369","14619057986.5738","12316401091.3043","13131270332.3864","12455540664.1548","11341399488.3913","8411220328.28875","19786001791.3359","20911715981.289","9917758527.08662","21191036277.8746","21212148895.5807","24021724758.5102","-1884415529.34619","-6237109751.68573","-3027125054.37997","5351899012.23086","8234324959.97202","11434768728.767","-6713373307.24596","-4133324477.52494","18545794316.1108","29127892878.8895",
"IDA only","IDX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-500017600.21568","702501190.097607","962429102.009109","-832488641.162019","-2258339165.54286","-5653548460.78432","-6162724658.73907","-5358708521.53588","-4512606726.85855","-4434193036.79073","-6134931259.68047","-6155516301.44596","-7042634826.62408","-8111530902.40677","-7844247653.11581","-6615557120.095","-4011561595.14451","-4712170094.93306","-3482052608.17945","-6311718422.51495","-10211864221.3869","-13984314681.2341","-13360131754.4659","-13601016314.3159","-11441228840.35","-13143494265.9042","-9180938408.72284","-5122207191.98701","-8164091361.14741","-14960253367.7105","-27276336270.9111","-31769964257.3651","-38703712438.7177","-74360043516.2859","-67410018791.4032","-91023662478.7203","-106686782608.974","-136063399026.175","-92135051692.1411","-67969807623.7703","-63249171394.8495","-41579206265.0143","-72211612625.3398","-105917684940.611","-73451671322.5905","-8342168263.99664","-74701644740.1385",
"Not classified","INX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23568794531.6351","22888761351.906","25499501757.0596","23713273170.1521","35648697991.4307","38453010693.2179","48813620873.0114","39254072935.0497","44816323604.6883","46853579260.2628","84090338216.1256","46909297463.0228","75812167837.1143","110478912608.434","49334426192.4246","97165462841.7531","201860025774.098",
"Iran, Islamic Rep.","IRN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","7737000000","2856000000","-201000000","11540000000","-3042000000","-4066000000","5348000000","-253000000","-865000000","-769000000","-5454000000","-2230000000","-2010000000","-2939000000","-2551000000","-11576000000","-8630000000","-5723000000","4029000000","3840000000","5179000000","2079000000","-2135000000","6356000000","12224000000","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2044100000","6689000000","18966800000","27891200000","-2225200000","7402400000","30749000000","33594000000","22018282324.13","20322000000","-1789014222.13","2713640000","15149856000","35054700000","16620400000","-4110100000","",
"Iceland","ISL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","29400000","10200000","91800000","64800000","36900000","-8300000","-120000000","82200000","22800000","31100000","176400000","-20100000","-18000000","156300000","83430446.1063817","-79333014.50282","2192193.87270403","190173218.513954","313742795.481445","245049970.045878","37655630.593424","36002539.951174","-368288735.52405","-403170878.658511","-617467986.580397","-89616403.5056955","146668727.986714","-343251512.663181","-777489314.860015","-1976306948.76101","-2924139980.16283","-1961305703.27408","-637429123.582439","1055741552.91162","1355214988.04958","1173827117.15059","856624944.899408","1245053660.00605","1134583660.56906","1308423170.92443","1411455136.71967","1118762004.91036","874518775.324282","1113453848.71165","-156972905.919321","-543311080.899886",
