"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Antigua and Barbuda","ATG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-12200000","-7000000","-27800000","-27700000","-41100000","-47300000","-18700000","-13500000","-34600000","-87644444.4444444","-76159259.2592593","-18274074.0740741","-47974074.0740741","4740740.74074072","-25925.9259259403","20914814.8148148","40666666.6666666","14533333.3333333","-37318518.5185185","-64844444.4444445","-34999999.9999999","-24022222.2222222","-56490324.8148147","-31599645.9259259","-41238888.888889","-46574327.4074074","-72113224.8148147","-58365301.1111112","-137451126.666667","-270243350.37037","-351082818.888889","-326839224.814815","-144853610.740741","-155096004.074074","-103888272.592593","-146077670.37037","-184716025.555556","103061568.874052","162974827.103107","119501331.857293","17926577.9791885","-94939958.5779519","15951816.2870826","-146844499.655366","-119321578.339954",
"Australia","AUS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7654223703.63625","-3259469531.92838","956062277.31036","-595971586.920513","-1312259379.40025","-4713416475.31885","-5240428241.26407","-533267382.687569","1646368836.22286","-6467569673.68318","-10082425326.5389","-4278715479.84174","2098010276.45844","-4719220380.96605","-14416671532.8361","-19188702454.739","-14812982446.7778","-12281113878.1749","-22837087760.9373","-13745224203.5556","-10035658715.9986","6185600683.81689","12563182828.9075","-21442502738.5033","-10620229875.3662","-9902001757.37354","-27774866033.2328","-10388130077.5973","6854595861.23328","16720377389.7148","46980864570.3595","50671323088.0398","93062184236.0901",
"Austria","AUT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10094027381.9191","13594759429.9567","18758629627.5829","20361565740.6296","14219475612.9928","12134112745.7432","9636411469.57521","9742491014.22153","12196360238.8495","14453038203.676","13910547484.2361","14629297378.4154","12470318849.2094","13271147603.8829","14768074601.7045","12377099176.048","1213702575.25253",
"Azerbaijan","AZE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-505362000","-985550000","-951065000","-1415241000","-636487000","94589000","238833000","-454039000","-1712980000","-2077108000","1329081000","5821918000","13093253000","20668404000","12972340000","17998383000","21331439000","19292808000","16419226000","12838097000","1583558000","1051820000","2735430000","7779274000","5917282159.95576","-329066000","9150715000",
"Burundi","BDI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","-112212410.645103","-127308943.522808","-180999564.32775","-144656148.723245","-135460084.033613","-228796850.707885","-218623410.40635","-224685553.713506","-199172089.957987","-170939494.384802","-129557670.940813","-87449352.5940279","-38087890.6203808","-96351255.0272744","-62747787.5124764","-97459551.7155253","-102096055.494448","-108960828.150083","-130484103.37884","-167796711.78127","-227398384.118993","-353763311.310568","-346620952.658039","-441272619.548802","-401314957.509576","-426014308.367945","-529656985.319385","-701167872.395645","-692692720.521686","-720240888.296413","-654456602.972967","-544357949.829568","-614735728.324239","-620189006.918621","","","",
"Belgium","BEL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11486152063.3972","10699409811.9196","12289290919.4445","8640514958.888","9137273954.17232","6389429629.91388","-6650395742.44414","5467491069.5909","5149628648.62918","-5407721282.72464","-5232743023.66321","-272882804.501068","795668538.630005","6502990902.59134","5685017502.01001","5262605954.4026","-1150509061.92303","3647046678.40909","7260218359.11121","602424138.311646",
"Benin","BEN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-73899688.6706192","-119288199.447148","-152855929.894744","-165170350.740429","-206021682.538179","-207604638.226326","-194590526.846302","-214619984.004976","-464769001.641305","-196320303.9044","-102579966.183068","-102167335.858185","-141204638.725731","-145406600.950012","-153359318.98824","-81247729.4214813","-90092810.6946715","-343430086.16516","-245575041.673662","-196400598.194143","-92834949.7100856","-280430214.213829","-94660482.747005","-209202342.599654","-207407122.539361","-252271524.301995","-179800852.890674","-224504079.563748","-289044784.417193","-360314549.728417","-345598627.142508","-372865589.105208","-445824226.26519","-755034562.024587","-772629973.066785","-791331499.717445","-632495208.400349","-643106427.180869","-710646157.284974","-858674454.31965","-1118728506.04464","-756800485.387488","-526019054.886696","-703516906.141105","-821046408.892643","-721667297.103973","-435724020.283527","",
"Burkina Faso","BFA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-848815365.869129","-783537369.711016","-962174168.309755","-1374291352.15085","-892372674.527804","-668275736.493909","-697939435.893793","-585796272.563169","-1595943794.91939","-1117573282.68797","-1017344551.96401","-796037006.753357","-898228429.050722","-655586698.761392","-555481963.435646","576815704.724121","",
"Bangladesh","BGD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-480606264.950485","-663369889.01433","-942478540.688586","-1309762900.9952","-1829305681.98229","-1896655282.54027","-1674191270.82786","-1395938726.16493","-1678795062.44922","-1527027397.33888","-1708694420.02741","-1615000802.4229","-1778862048.53991","-2387325689.49489","-1895840930.87395","-1650022838.99286","-1561350613.08649","-1515339352.99061","-1851345900.48272","-3157115126.18329","-2836515602.01405","-2307212151.30023","-2087438608.91848","-2696292969.48389","-2458878888.10143","-2817985657.31352","-2234843547.53366","-3141653816.41339","-3854880482.14049","-4156759716.05124","-3896303860.12961","-5462928581.36726","-7672641808.74827","-6025299151.95923","-7816344792.83923","-10888026891.2585","-10157899098.9677","-9933198074.62348","-12119389611.999","-10606498175.2762","-10505302542.1777","-17594487835.4604","-21457169885.0705","-19272605860.5841","-18300384906.6327","-35916645622.4275",
"Bulgaria","BGR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","1308000000","293000000","287000000","55000000","514000000","-112000000","-856000000","-514000000","-76000000","-254000000","-1077000000","-117900000","-307200000","-943400000","-6000000","274500000","307700000","546700000","-8020423.35564995","-766710358.940426","-669989777.212585","-1327927121.52239","-1209902300.43731","-2061604764.8916","-2896945990.97014","-4449983421.99429","-5844352050.21159","-8945175667.26605","-10620241928.2913","-3922786473.94819","-1627160000","170110000","-1886240000","-385580000","-287460000","382500000","2564990000","2608880000","1612300000","2198590000","1274240000","1453820000",
"Bahrain","BHR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","90012642.4526237","-33872670.0229971","-28560596.5589803","40004817.887758","348254470.146655","304774346.064676","368617022.25696","364920213.73649","51063829.9230423","331117021.643525","523670212.765957","472074468.085106","325797872.340425","449734042.553192","264095744.680851","120478723.404255","-490425531.914894","-588031914.893617","177127664.677881","316489391.162576","675266009.827816","718617083.391105","607180907.583328","44414898.0466985","1052961957.63308","2044070281.64894","1811550028.19149","1332161989.80497","1775601799.20213","2166297712.58865","3109957700.70922","4103227902.39362","4688031914.89362","4955053191.48936","4350797872.34043","4784840425.53192","9061702127.65958","5659840425.53191","5771542553.19149","5520212765.95745","3351063829.78723","2694148936.17021","2855851063.82979","2910372340.42553","","","",
"Bahamas, The","BHS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","140700000","122900000","142700000","92500000","58600000","12300000","10400000","28100000","61300000","175400000","205400000","130400000","111900000","41500000","130600000","-12000000","106400000","153260000","68100000","-28100000","-151700000","-358800000","-832100000","-403400000","-570760000","-556100000","-281323042.557","-369790000","-416580000","-603804537.741","-1237750000","-1135298058.99422","-1112196412.431","-670319000","-576589000","-930926000","-1247731400","-1168058000","-1513316594.86294","-815857514.44974","-585952462.183125","-1158779778.81241","-364418785.555463","310539520.510556","-1762961919.37081","",
"Bosnia and Herzegovina","BIH","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2925389370.83722","-3117889819.77411","-2577518132.81806","-2730065298.51948","-3120639139.59946","-3821941979.2465","-4138362133.57751","-4345529639.45764","-3624941968.5814","-4662020359.93844","-6229877854.77118","-4194259998.58544","-3699616132.55731","-4434962079.82806","-4035721592.83707","-3724521863.46057","-4198572495.40221","-2961519174.21344","-2810928851.09672","-2940154629.0582","-2963549337.9513","-2960988570.77758","-2793205377.88468","-2784187750.62359",
"Belarus","BLR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-479800000","-437700000","-483300000","-576400000","-853000000","-1019200000","-255500000","-567100000","-633700000","-473400000","-692400000","-1493900000","341600000","-1492100000","-2810400000","-4646800000","-5597200000","-7481800000","-1188200000","2863200000","-2300600000","-444100000","132400000","-8800000","100100000","929100000","-403000000","1898400000","3770435291.19",
"Belize","BLZ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","-17100000","-13100000","-13050000","-14100000","-20750000","-40750000","-3850000","-43000000","-42900000","-60500000","-42201500","-28143500","-11710000","-43315000","-63297500","-70653468.46","-166561465.90375","-162844254.468061","-141161220.765321","-135689422.722701","-84088082.0113378","-88005496.0710369","25931934.0018134","13477104.0825885","-91248702.9103413","-53959075.1280521","19961433.0748312","-5491301.20521107","9363001.62986252","-27570992.4474361","-67121775.1502314","-148978201.235809","-163283832.513023","-56978145.6012391","-83794802.70071","-100716723.794308","-187195108.458476","-210621246.396675",
"Bermuda","BMU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-338490000","-650029970.091134","-712497097.004797","-693118178.729979","-585289486.165294","-326799752.461443","-399084688.584863","-515927552.12556","-605016880.405959","-568413579.362972","-610483019.836141","-649147240.362098","-611553069.983311","-618767800.17432","-696022076.187566","",
"Bolivia","BOL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-36000000","-65800000","-244600000","-265900000","197200000","-142100000","192300000","117500000","152200000","11000000","-175700000","-266300000","-174900000","-160900000","-109500000","-198100000","-578800000","-536500000","-171700000","-340100000","-418490000","-648500000","-844800000","-678100000","-607815903.97","-458745530.02828","-516682880.93811","-86907789.367575","231061237.172873","414848470.908809","892459631.56059","814530371.934915","1244957796.03459","274170000","681407338.774799","345773475.203279","2339083705.3513","1691971936.9631","1082959462.10384","-1979737198.24535","-2514014188.13787","-2173220117.97295","-1992410887.07075","-1686182613.50533","-879559059.702401","650856654.73795",
"Brazil","BRA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-4994000000","-3971000000","-1686000000","-2882000000","-5041000000","-5957000000","-1688000000","-2810000000","4062000000","11337000000","10762000000","5731000000","8794000000","16145000000","13327000000","6986000000","6687000000","11897000000","8739000000","5515000000","-10652000000","-13512000000","-17871868008.2204","-17404508943.9048","-9024605743.6359","-8999397037.39748","-6049354708.33413","7185768594.91808","18856026280.8164","27962819436.8154","35838200176.6142","35767499261.9844","25395513276.4068","6646441190.19796","5216224173.02","-11888090914.98","-9741330487.34499","-23393068674.82","-46189685247.62","-54977532677.475","-19605142142.675","13941849912.48","19000878536.47","7382267835.25499","-8942437868.94501","11428292341.895","19251558972.18",
"Barbados","BRB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","-23363546.4473362","-29815381.1020923","-45133583.3528332","-51712124.6759439","-47572138.2663624","-51421819.5630711","-56939753.5519686","-64909100.7508751","-52869417.4777504","-73740087.325","-62946316.7","-43413348.3","-68091566.635","-85454457.5","-156907055","-92430845","-90116417.5","-20411335","20984117.5","45968981.9294945","26750785.047862","81865712.6807956","59103428.0598285","20105969.402965","11731183.079585","158203259.196937","138420342.432369","189562661.109446","70400073.5489945","199454491.638673","-37846500.2093395","-58703765.3219385","-89379642.1910565","-54043855.6815411","-53106203.21171","-70241385.9001929","-111609970.789287","-286541342.316748","-258976337.096995","-63175419.2618752","-82551497.7587099","-194010698.48884","-79742008.0045355","-99336415.1264348","-101831734.53244","-120002105.06771","-63011759.6557801","32195367.75406","115142644.281685","166068378.599855","","","","","",
"Brunei Darussalam","BRN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1989059787.25675","1779007179.21169","2568584409.5717","3199787455.8062","4335140927.97401","5569590895.58787","5196313757.02077","7304766748.18526","4370174427.09202","5424417631.9042","7303248266.46829","6609154195.79176","4557118830.5744","5813453718.26044","1903397568.72309","1039098776.80807","1705234270.82597","1359241663.74238","1021907895.207","503987342.56308","",
"Bhutan","BTN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-135666508.275048","50402524.6251131","-112000942.938711","-107898255.761345","-344757300.899123","-558990156.79171","-478829661.216349","-433041928.515847","-459214963.248015","-496734660.340354","-594968891.454513","-518571545.318266","-462859072.853855","-452196090.39644","-401795399.42642","",
"Botswana","BWA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-84380460.0777116","-42090010.5709062","-73281420.1392245","-123044302.134794","-93864262.9841853","-173051561.868251","-400483624.391318","-198317730.999057","-71381307.3592649","11244839.70046","179652049.010063","189128650.337643","704432208.996844","353551580.113065","517101258.425313","18006243.0600936","94531112.162739","16447641.2802616","132476295.616107","384222050.918827","370895868.754373","569169393.307054","664882047.498743","-190025982.753888","597855038.450704","679374829.037563","604634492.20366","756116707.382117","955465957.303521","826929861.875511","1825358096.44794","1932753983.84303","1279865881.8668","-292092928.697594","-1262773518.87742","-1300748908.36186","-1019051881.27161","-2393567414.34267","-431507246.341567","474712194.042951","-909033269.203554","1308031982.08468","623187923.39634","169943118.054827","-1483465156.65073","-2662681608.56172","",
"Central African Republic","CAF","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-46267561.469392","-62639631.8063489","-88989534.0252786","-126405983.520643","-67231819.6091651","-90147402.1163416","-82119625.0562135","-77225049.1685395","-97955993.8223748","-157155853.947018","-155355473.646591","-134132076.258033","-116783795.468032","-190527759.354211","-139202546.175899","-180730947.707285","-108312334.398684","-65381291.4120434","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","-506965097.119614","-212120980.730524","-95384130.6244473","309278759.858606","563628154.48225","-72914365.2911608","14746027.0333557","659237891.668528","863477545.351368","91577097.8850083","2225305803.45782","1599649051.68282","998715623.641447","1798485347.07659","188806815.456842","-3075889125.97874","-1515997270.58042","-510403180.723818","666682553.677126","1184242918.34059","4717395080.83","2361388870.09483","12130845692.391","11082294016.2113","12377075316.1164","8477603565.87652","3697836184.17814","5199682303.13483","4077707643.07547","363564038.845448","1115963784.24025","-3204750443.16362","-2261089319.66945","63206950.5331268","6647801661.67282","18904083589.1695","24629288042.4509","12429974698.068","12048309635.2646","24096639864.5943","41604373750.7723","41819090368.6473","32839901425.9662","34073822805.1472","44846759262.6837","45678110612.9023","35204360382.2795","30611671625.0845","28144247478.8099","-20294599835.7533","-30874997989.8312","-21682664821.6812","-34518334882.5214","-28982082930.2642","-16320998998.6071","-38583775871.449","-36241676908.6055","-36237673595.1705","-33732774271.5122","-27406577958.7973","-33738189143.7113","1889453397.8662",
"Central Europe and the Baltics","CEB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","47430340.0030541","-256707815.686038","-3180321456.38464","-3247581863.0006","-264224100.776272","-972774618.862199","-2215667515.86451","2012186039.6817","1891641654.37249","-12229582.6203003","1018648396.41674","1692749265.35912","1758821461.86408","644418982.717354","4234403965.62044","9072204292.6004","11646322343.4134","13329165729.8698","14403419962.3246","12583959676.7016","14061341027.5182","12697634856.9753","15727670908.0436","13299038203.8517","11609018444.4919","17402701060.2046","19476207476.924","30306602469.1656","23053646826.522","30470877858.4586","45619515144.9863","54598946196.3342","34022237978.315","56470925235.0271","48941810271.2867","57647464560.8763","67541251485.7117","71588870962.5696","69186198558.906","66006825052.6516","62503496315.5751","76886181573.5744","71989633259.8131","52110093872.7673","104837872519.404",
"Channel Islands","CHI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-217000000","425000000","-282000000","-696000000","-618000000","-1084000000","-3285000000","-411000000","547000000","-181000000","495720000","627760000","854900000","1519300000","1022540000","1055290000","1518700000","546000000","-1215700000","581000000","1056900000","-1072625133.10716","-1563380808.39716","-2492077323.14361","1689973427.38374","1400054677.54859","999286551.13533","1684100883.03244","3869273277.45885","9861505995.90637","10766558932.1919","22375527348.7625","23652876789.158","5037301062.76553","13683113132.4933","14135429144.1959","8318851700.95435","66059597.0450096","-1409598032.18262","2735539539.41389","-148600678.263802","1549626080.24095","3527353785.12982","-458224964.961836","-2150343276.82407","13370574469.513","",
"China","CHN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","4737000000","2475000000","-32000000","-12592000000","-7589000000","291000000","-4060000000","-4927000000","10668000000","11601000000","4998000000","-11497000000","7611000000","11957590000","17551000000","42824000000","43837000000","30641000000","28873534000","28084000000","37383087664.0194","35821129066.2935","51174382539.95","124626797517.211","208918924500.594","308036028783.355","348832533153.936","220130401366.781","223023871712.8","181903738912.674","231844876748.002","235379561604.117","221299246947.273","357870764281.273","255737088242.151","217009899933.947","87905148451.8736","131844297312.037","358572608160.02","462807887089.71",
"Cote d'Ivoire","CIV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1155710678.41921","1722065222.54821","1015050790.41156","1692905339.96575","2664128022.97646","1819629955.65215","4189664129.02339","1120544664.93026","707897344.175184","1715287927.95264","1150470393.15493","1077209216.00129","1006914481.60207","-98663780.3218155","910074933.64127","571594163.037736","",
"Cameroon","CMR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-83441982.064092","-113269825.89107","-29898226.9625343","-278635573.065498","-291979449.766882","-184415237.087746","-135015968.719592","183061631.193441","52953396.9513338","-34391559.2479234","-387174189.623418","178010129.488646","160340655.970738","32358205.6504338","133920860.568512","392796451.212978","152244693.052732","239569299.468757","432616810.541029","213784342.578023","102706262.893822","84013816.2756611","129641681.623201","166680893.243152","-101773122.288516","-113275626.005973","-309280386.332771","-147949693.028894","-111463381.452432","211905761.747833","340882795.552686","-721538049.562035","-923875560.310761","-764428832.098246","-704021151.242305","-774502185.590695","-817386648.821178","-1077752101.69413","-1053768053.17936","-828668887.093496","-722600965.382013","-1121429117.89738","-1354599058.98692","-1088012800.04402","",
"Congo, Dem. Rep.","COD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1113600000","-659800000","-334500000","-1127400000","-1745200000","-1838700000","-1593602281.098","-1977754098.94109","-1494674269.45556","-3152502304.65964","-2308129161.18307","-2224727310.76057","-1406377021.27447","-1692788394.90944","-1718517789.29973","-624339925.79477","",
"Congo, Rep.","COG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","-164303288.917736","-17388921.6249079","-4027838.84285271","-360168096.410826","-175063619.537075","-222942986.171849","339788843.207698","63802277.0161005","-393452720.850194","21887519.9324754","-147370362.575908","229774586.171165","206049413.960197","-74085388.721067","69137011.2262912","-170220232.08401","-582667982.694106","28159960.5861105","223546978.242445","363866959.720154","69566703.193832","314866450.076866","1434686852.19402","665610326.461891","835577986.804039","1124053075.01724","1644567446.75845","2243168646.41228","1902311751.01078","-693868242.244155","2290180803.51855","-638442932.169936","1706499520.84736","3537574430.85986","3312237256.52205","2309859350.46296","370375125.062255","-4425830044.32398","-2689667831.82274","","","","","",
"Colombia","COL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","-95000000.0004839","-81000000.000275","-156000000.000572","-312724139.996097","-28342990","121474590.003674","-217224400.000452","102178950","468332519.999669","647016799.997133","525955999.999809","627264000","-125595840.00049","-1719060600","-2254764420.00083","-1952000000","-125000000","-595000000","1346000000","1325000000","565000000","1200000000","1821000000","2740000000","1188700000","-1458000000","-3277472545.01562","-3718523193.47664","-3284689500.90324","-4138083502.73631","-3911324471.8698","571576111.758648","1328666913.85215","-970538371.249467","-1313628527.62109","-1032731230.721","-483133685.817822","-690614447.091225","-1951544471.10276","-3441472017.01127","-2302397544.39762","-805727726.489758","-2246150213.78663","527573370.140205","-1464992369.15213","-3250497857.58699","-12332276476.0954","-19004381508.9598","-13451129309.4103","-8761508927.41588","-10556191985.8922","-14146153508.5545","-13088773036.5556","-20308398419.485",
